"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","happy","rlgblg","rlgdnm","rlgblge","rlgdnme","rlgdgr","rlgatnd","pray","gndr","prob","stratum","psu"
"ESS11e04_1",11,"4.1","12.01.2026",50433,"AT",0.6670056,0.9119782,0.33091453,0.30178684,7,2,66,2,66,0,6,77,1,0.0010281234,28,660
"ESS11e04_1",11,"4.1","12.01.2026",50441,"AT",0.9669464,1.0329264,0.33091453,0.34181038,9,1,1,6,66,5,5,4,2,0.00070920587,61,105
"ESS11e04_1",11,"4.1","12.01.2026",50446,"AT",0.7417395,0.4453051,0.33091453,0.14735793,7,2,66,1,1,8,5,2,2,0.00092453486,29,684
"ESS11e04_1",11,"4.1","12.01.2026",50465,"AT",0.7803352,0.46847582,0.33091453,0.15502545,9,2,66,2,66,0,7,7,2,0.00087880704,63,506
"ESS11e04_1",11,"4.1","12.01.2026",50468,"AT",1.2012872,1.4268237,0.33091453,0.4721567,10,1,1,6,66,10,7,7,2,0.0005708578,112,335
"ESS11e04_1",11,"4.1","12.01.2026",50489,"AT",1.5597948,0.7926474,0.33091453,0.26229855,9,1,3,6,66,6,4,2,2,0.00043965018,44,475
"ESS11e04_1",11,"4.1","12.01.2026",50512,"AT",1.4378188,3.5898962,0.33091453,1.1879488,9,1,1,6,66,2,7,6,2,0.00047694752,25,442
"ESS11e04_1",11,"4.1","12.01.2026",50517,"AT",0.9332868,0.77514386,0.33091453,0.25650635,7,1,1,6,66,10,3,1,1,0.0007347838,71,155
"ESS11e04_1",11,"4.1","12.01.2026",50577,"AT",0.82740283,0.27430138,0.33091453,0.09077031,7,1,1,6,66,9,4,2,1,0.00082881516,108,319
"ESS11e04_1",11,"4.1","12.01.2026",50591,"AT",0.41601875,0.11160175,0.33091453,0.03693064,8,1,1,6,66,5,6,6,2,0.0016483968,94,243
"ESS11e04_1",11,"4.1","12.01.2026",50592,"AT",0.6494272,0.91126996,0.33091453,0.30155247,9,1,1,6,66,5,5,7,2,0.0010559522,10,388
"ESS11e04_1",11,"4.1","12.01.2026",50611,"AT",1.073635,1.0842805,0.33091453,0.35880417,8,2,66,2,66,6,7,88,2,0.00063873106,59,89
"ESS11e04_1",11,"4.1","12.01.2026",50623,"AT",0.9099707,0.9189945,0.33091453,0.30410862,9,1,1,6,66,9,5,4,2,0.0007536111,62,107
"ESS11e04_1",11,"4.1","12.01.2026",50637,"AT",0.68042654,1.0241293,0.33091453,0.33889925,8,1,1,6,66,7,3,3,1,0.0010078443,2,557
"ESS11e04_1",11,"4.1","12.01.2026",50638,"AT",0.55606145,0.18434645,0.33091453,0.061002918,7,2,66,2,66,3,6,7,1,0.0012332523,101,280
"ESS11e04_1",11,"4.1","12.01.2026",50651,"AT",0.4991056,0.6138887,0.33091453,0.20314468,8,1,1,6,66,5,5,6,2,0.0013739859,48,43
"ESS11e04_1",11,"4.1","12.01.2026",50681,"AT",1.159529,0.9490918,0.33091453,0.31406826,6,2,66,2,66,5,7,7,1,0.000591416,87,219
"ESS11e04_1",11,"4.1","12.01.2026",50687,"AT",0.7417395,0.46581924,0.33091453,0.15414636,7,1,1,6,66,4,6,77,1,0.00092453486,29,679
"ESS11e04_1",11,"4.1","12.01.2026",50707,"AT",1.021017,4.0006237,0.33091453,1.3238645,5,1,1,7,66,5,6,7,2,0.0006716481,11,394
"ESS11e04_1",11,"4.1","12.01.2026",50714,"AT",2.319058,1.8425984,0.33091453,0.6097426,6,2,66,1,99,1,7,7,1,0.000295708,87,219
"ESS11e04_1",11,"4.1","12.01.2026",50730,"AT",0.80748725,1.1852566,0.33091453,0.39221862,9,1,1,6,66,6,5,6,1,0.0008492568,22,425
"ESS11e04_1",11,"4.1","12.01.2026",50732,"AT",1.6209532,2.5107074,0.33091453,0.83082956,7,1,2,6,66,1,7,7,2,0.0004230622,58,83
"ESS11e04_1",11,"4.1","12.01.2026",50735,"AT",0.3912093,0.606582,0.33091453,0.20072679,8,1,1,6,66,5,6,88,1,0.001752934,45,30
"ESS11e04_1",11,"4.1","12.01.2026",50812,"AT",0.9812141,0.3109674,0.33091453,0.10290363,9,1,1,6,66,7,5,3,2,0.0006988934,92,233
"ESS11e04_1",11,"4.1","12.01.2026",50868,"AT",0.4114013,0.21932949,0.33091453,0.07257932,3,2,66,1,6,2,7,7,2,0.0016668981,89,225
"ESS11e04_1",11,"4.1","12.01.2026",50897,"AT",0.5487113,0.58615285,0.33091453,0.1939665,7,1,1,6,66,8,3,2,2,0.0012497721,42,25
"ESS11e04_1",11,"4.1","12.01.2026",50910,"AT",0.5079797,0.5426425,0.33091453,0.17956828,8,1,3,6,66,7,5,3,2,0.0013499833,64,109
"ESS11e04_1",11,"4.1","12.01.2026",50979,"AT",0.6465898,0.46214,0.33091453,0.15292884,8,1,99,6,66,4,6,77,1,0.001060586,37,836
"ESS11e04_1",11,"4.1","12.01.2026",50994,"AT",1.483479,0.8906102,0.33091453,0.29471585,7,1,1,6,66,4,5,1,2,0.00046226743,29,693
"ESS11e04_1",11,"4.1","12.01.2026",50995,"AT",1.2219335,0.92922765,0.33091453,0.30749494,9,2,66,1,1,2,6,7,2,0.00056121225,38,3
"ESS11e04_1",11,"4.1","12.01.2026",51015,"AT",0.9658987,1.4177768,0.33091453,0.46916294,8,2,66,1,1,7,7,4,1,0.00070997514,17,411
"ESS11e04_1",11,"4.1","12.01.2026",51029,"AT",0.65483123,0.41123956,0.33091453,0.13608515,6,1,1,6,66,4,7,77,1,0.0010472379,36,796
"ESS11e04_1",11,"4.1","12.01.2026",51042,"AT",1.6681843,0.44750932,0.33091453,0.14808734,7,2,66,1,1,0,7,7,2,0.0004110841,101,279
"ESS11e04_1",11,"4.1","12.01.2026",51046,"AT",0.47378042,1.182916,0.33091453,0.39144412,6,1,1,6,66,7,3,2,2,0.0014474301,24,431
"ESS11e04_1",11,"4.1","12.01.2026",51086,"AT",0.41370142,0.26861483,0.33091453,0.08888855,8,1,1,6,66,8,6,1,2,0.0016576303,108,318
"ESS11e04_1",11,"4.1","12.01.2026",51112,"AT",1.6209534,1.1585503,0.33091453,0.3833811,8,1,1,6,66,4,6,2,1,0.00042306219,58,82
"ESS11e04_1",11,"4.1","12.01.2026",51128,"AT",2.2314548,1.4013754,0.33091453,0.4637355,9,1,1,6,66,5,6,6,1,0.00030731704,30,708
"ESS11e04_1",11,"4.1","12.01.2026",51136,"AT",1.2440618,3.5764275,0.33091453,1.1834918,9,1,1,6,66,7,4,4,2,0.0005512299,20,422
"ESS11e04_1",11,"4.1","12.01.2026",51181,"AT",1.3709402,0.8609633,0.33091453,0.28490525,7,1,2,6,66,7,3,2,1,0.0005002144,12,583
"ESS11e04_1",11,"4.1","12.01.2026",51190,"AT",1.073635,0.67425156,0.33091453,0.22311963,8,1,1,6,66,9,5,3,1,0.00063873106,59,89
"ESS11e04_1",11,"4.1","12.01.2026",51191,"AT",0.8656501,0.2743429,0.33091453,0.09078405,5,1,1,6,66,0,6,6,2,0.0007921954,99,263
"ESS11e04_1",11,"4.1","12.01.2026",51192,"AT",0.99821126,0.5992782,0.33091453,0.19830987,9,1,1,6,66,7,4,3,2,0.0006869929,48,42
"ESS11e04_1",11,"4.1","12.01.2026",51221,"AT",1.3078376,0.3508419,0.33091453,0.11609869,9,2,66,2,66,0,7,7,2,0.00052434957,109,328
"ESS11e04_1",11,"4.1","12.01.2026",51224,"AT",0.8146224,1.2261127,0.33091453,0.4057385,9,2,66,1,1,2,6,6,1,0.0008418183,38,1
"ESS11e04_1",11,"4.1","12.01.2026",51231,"AT",0.9982112,1.0663236,0.33091453,0.35286197,8,1,1,6,66,8,3,2,2,0.00068699295,48,44
"ESS11e04_1",11,"4.1","12.01.2026",51259,"AT",0.426831,0.34936726,0.33091453,0.115610704,7,1,6,6,66,10,2,1,1,0.0016066408,90,227
"ESS11e04_1",11,"4.1","12.01.2026",51262,"AT",1.3870435,0.8710762,0.33091453,0.2882518,7,2,66,1,1,3,7,3,1,0.000494407,35,757
"ESS11e04_1",11,"4.1","12.01.2026",51285,"AT",1.6104527,1.626423,0.33091453,0.538207,10,2,66,2,66,0,7,7,2,0.0004258207,59,90
"ESS11e04_1",11,"4.1","12.01.2026",51322,"AT",0.340339,1.2333995,0.33091453,0.4081498,8,1,1,6,66,2,6,6,1,0.002014944,11,394
"ESS11e04_1",11,"4.1","12.01.2026",51414,"AT",0.5560615,0.14916976,0.33091453,0.04936244,8,1,1,6,66,5,6,88,2,0.0012332522,101,284
"ESS11e04_1",11,"4.1","12.01.2026",51440,"AT",0.581818,1.8593128,0.33091453,0.6152736,8,2,66,1,1,0,7,7,1,0.0011786573,5,363
"ESS11e04_1",11,"4.1","12.01.2026",51455,"AT",2.165643,1.5478561,0.33091453,0.51220804,7,1,2,6,66,4,6,2,1,0.0003166561,53,61
"ESS11e04_1",11,"4.1","12.01.2026",51503,"AT",0.37437,0.12411147,0.33091453,0.04107029,8,1,1,6,66,8,5,4,1,0.0018317816,66,116
"ESS11e04_1",11,"4.1","12.01.2026",51504,"AT",0.4350144,0.3560655,0.33091453,0.11782725,5,2,66,2,66,0,7,7,1,0.0015764169,103,305
"ESS11e04_1",11,"4.1","12.01.2026",51506,"AT",2.495528,4.0006237,0.33091453,1.3238645,9,1,1,6,66,7,4,2,1,0.00027479717,48,39
"ESS11e04_1",11,"4.1","12.01.2026",51521,"AT",1.3608531,2.110044,0.33091453,0.6982442,9,1,6,6,66,6,3,2,1,0.0005039222,2,550
"ESS11e04_1",11,"4.1","12.01.2026",51555,"AT",0.53514904,0.82976574,0.33091453,0.27458155,7,1,1,6,66,4,7,88,1,0.001281445,56,71
"ESS11e04_1",11,"4.1","12.01.2026",51578,"AT",1.2337465,1.8109323,0.33091453,0.5992638,9,1,1,6,66,8,4,1,1,0.00055583863,19,420
"ESS11e04_1",11,"4.1","12.01.2026",51581,"AT",0.6098981,0.20219404,0.33091453,0.06690894,9,1,1,6,66,4,6,6,1,0.0011243912,69,126
"ESS11e04_1",11,"4.1","12.01.2026",51596,"AT",0.8885217,1.3041997,0.33091453,0.43157864,8,1,1,6,66,3,5,2,1,0.0007718034,14,397
"ESS11e04_1",11,"4.1","12.01.2026",51650,"AT",0.5797645,0.23274033,0.33091453,0.07701716,10,1,1,6,66,9,6,2,2,0.001182832,87,215
"ESS11e04_1",11,"4.1","12.01.2026",51713,"AT",0.7275956,0.5200374,0.33091453,0.17208794,8,1,2,6,66,5,6,2,1,0.00094250706,61,99
"ESS11e04_1",11,"4.1","12.01.2026",51719,"AT",0.47378042,1.182916,0.33091453,0.39144412,5,1,1,6,66,7,4,3,2,0.0014474301,24,438
"ESS11e04_1",11,"4.1","12.01.2026",51720,"AT",0.9658987,1.3553393,0.33091453,0.44850147,4,1,1,6,66,6,6,1,2,0.00070997514,17,410
"ESS11e04_1",11,"4.1","12.01.2026",51731,"AT",2.946434,3.5797398,0.33091453,1.184588,9,2,66,2,66,0,7,7,1,0.00023274373,21,605
"ESS11e04_1",11,"4.1","12.01.2026",51735,"AT",0.51291066,0.6308683,0.33091453,0.2087635,7,2,66,2,66,1,7,7,2,0.0013370048,55,66
"ESS11e04_1",11,"4.1","12.01.2026",51736,"AT",0.95292634,0.59844613,0.33091453,0.19803452,6,1,1,6,66,8,6,2,1,0.0007196402,52,55
"ESS11e04_1",11,"4.1","12.01.2026",51739,"AT",1.7134386,1.0286652,0.33091453,0.34040025,7,1,1,6,66,6,5,88,2,0.0004002268,47,37
"ESS11e04_1",11,"4.1","12.01.2026",51741,"AT",1.112123,0.91028905,0.33091453,0.30122787,5,2,66,2,66,0,7,7,1,0.0006166261,101,285
"ESS11e04_1",11,"4.1","12.01.2026",51757,"AT",1.2219335,3.3056185,0.33091453,1.0938772,10,1,1,6,66,5,4,2,1,0.00056121225,38,3
"ESS11e04_1",11,"4.1","12.01.2026",51766,"AT",0.7366085,0.46259668,0.33091453,0.15307996,5,2,66,1,1,0,7,7,1,0.0009309749,21,600
"ESS11e04_1",11,"4.1","12.01.2026",51773,"AT",0.46543378,0.2922965,0.33091453,0.09672516,7,1,1,6,66,9,3,1,1,0.001473387,40,13
"ESS11e04_1",11,"4.1","12.01.2026",51780,"AT",1.6681843,0.44750932,0.33091453,0.14808734,9,1,1,6,66,5,5,5,2,0.0004110841,101,275
"ESS11e04_1",11,"4.1","12.01.2026",51802,"AT",0.7417395,1.116413,0.33091453,0.36943728,9,2,66,2,66,0,7,7,1,0.00092453486,29,676
"ESS11e04_1",11,"4.1","12.01.2026",51857,"AT",0.5797645,0.18373992,0.33091453,0.060802206,8,2,66,1,1,5,7,4,2,0.001182832,87,218
"ESS11e04_1",11,"4.1","12.01.2026",51878,"AT",0.41946852,0.3332874,0.33091453,0.11028964,6,2,66,2,66,2,7,6,1,0.0016348403,76,168
"ESS11e04_1",11,"4.1","12.01.2026",51897,"AT",1.3340112,0.8377713,0.33091453,0.27723068,9,2,66,2,66,0,7,77,1,0.0005140617,28,656
"ESS11e04_1",11,"4.1","12.01.2026",51901,"AT",0.49469304,0.19858982,0.33091453,0.06571625,8,1,1,6,66,10,5,2,2,0.0013862415,82,195
"ESS11e04_1",11,"4.1","12.01.2026",51911,"AT",0.65483123,0.49797148,0.33091453,0.164786,5,2,66,2,66,0,7,7,2,0.0010472379,36,816
"ESS11e04_1",11,"4.1","12.01.2026",51944,"AT",0.74874,0.6122118,0.33091453,0.20258978,7,1,1,6,66,6,6,6,2,0.0009158908,66,116
"ESS11e04_1",11,"4.1","12.01.2026",51959,"AT",1.6681842,0.6294106,0.33091453,0.20828111,9,1,6,6,66,8,5,1,1,0.00041108413,101,292
"ESS11e04_1",11,"4.1","12.01.2026",51961,"AT",2.165643,1.360042,0.33091453,0.45005766,10,1,1,6,66,6,6,5,1,0.0003166561,53,62
"ESS11e04_1",11,"4.1","12.01.2026",51965,"AT",0.48294932,0.6776696,0.33091453,0.2242507,10,1,1,6,66,4,4,1,2,0.0014199504,17,412
"ESS11e04_1",11,"4.1","12.01.2026",51977,"AT",1.2197962,0.32722396,0.33091453,0.10828316,9,1,3,6,66,10,6,1,2,0.0005621956,69,129
"ESS11e04_1",11,"4.1","12.01.2026",51995,"AT",1.112123,0.3686929,0.33091453,0.122005835,8,2,66,1,1,7,5,4,1,0.0006166261,101,286
"ESS11e04_1",11,"4.1","12.01.2026",52009,"AT",0.71400285,0.42865354,0.33091453,0.14184768,9,2,66,1,1,3,6,6,2,0.00096045004,27,652
"ESS11e04_1",11,"4.1","12.01.2026",52020,"AT",0.88628477,0.29382217,0.33091453,0.097230025,8,1,1,6,66,2,6,6,1,0.0007737514,77,178
"ESS11e04_1",11,"4.1","12.01.2026",52035,"AT",1.021017,2.9352186,0.33091453,0.97130644,8,1,1,6,66,6,5,3,2,0.0006716481,11,394
"ESS11e04_1",11,"4.1","12.01.2026",52046,"AT",0.5023222,0.7373241,0.33091453,0.24399126,9,2,66,2,66,3,7,7,1,0.0013651877,8,378
"ESS11e04_1",11,"4.1","12.01.2026",52062,"AT",0.4820758,0.28941548,0.33091453,0.09577179,9,1,1,6,66,4,4,4,2,0.0014225233,41,18
"ESS11e04_1",11,"4.1","12.01.2026",52065,"AT",1.3078378,0.94396025,0.33091453,0.31237015,9,2,66,1,1,6,6,2,1,0.00052434945,109,322
"ESS11e04_1",11,"4.1","12.01.2026",52089,"AT",0.68042654,0.3457754,0.33091453,0.114422105,9,2,66,1,6,0,7,7,2,0.0010078443,2,565
"ESS11e04_1",11,"4.1","12.01.2026",52094,"AT",1.746908,0.65911335,0.33091453,0.21811019,8,1,1,6,66,3,5,5,1,0.00039255878,100,273
"ESS11e04_1",11,"4.1","12.01.2026",52117,"AT",1.0973082,1.1081897,0.33091453,0.3667161,8,1,2,6,66,3,6,88,2,0.00062495115,51,52
"ESS11e04_1",11,"4.1","12.01.2026",52135,"AT",0.4328124,0.6073183,0.33091453,0.20097044,10,1,1,6,66,6,4,1,2,0.0015844372,16,406
"ESS11e04_1",11,"4.1","12.01.2026",52150,"AT",0.53681755,0.27279642,0.33091453,0.0902723,9,1,1,6,66,3,6,77,2,0.001277462,59,92
"ESS11e04_1",11,"4.1","12.01.2026",52170,"AT",1.4876366,1.8297577,0.33091453,0.6054934,4,2,66,1,1,0,7,7,2,0.00046097554,30,706
"ESS11e04_1",11,"4.1","12.01.2026",52179,"AT",1.8968233,1.355724,0.33091453,0.44862875,10,7,66,7,66,2,6,6,1,0.0003615329,39,10
"ESS11e04_1",11,"4.1","12.01.2026",52249,"AT",2.0805652,2.8446944,0.33091453,0.9413507,8,1,1,6,66,2,6,7,1,0.0003296047,35,768
"ESS11e04_1",11,"4.1","12.01.2026",52271,"AT",0.9475608,3.028117,0.33091453,1.0020479,8,1,1,6,66,7,4,3,1,0.0007237151,24,434
"ESS11e04_1",11,"4.1","12.01.2026",52278,"AT",1.4462273,1.0336686,0.33091453,0.34205598,8,1,1,6,66,4,6,2,1,0.00047417445,41,15
"ESS11e04_1",11,"4.1","12.01.2026",52280,"AT",0.83968544,0.22525504,0.33091453,0.07454017,7,1,1,6,66,5,5,5,2,0.0008166916,80,190
"ESS11e04_1",11,"4.1","12.01.2026",52284,"AT",0.98635733,0.70498276,0.33091453,0.23328903,8,7,66,7,66,77,77,88,1,0.0006952491,57,80
"ESS11e04_1",11,"4.1","12.01.2026",52285,"AT",0.94756085,1.5829294,0.33091453,0.5238143,7,1,1,6,66,5,4,4,1,0.00072371506,24,438
"ESS11e04_1",11,"4.1","12.01.2026",52286,"AT",0.87345386,0.46566242,0.33091453,0.15409446,6,1,1,6,66,5,5,4,2,0.0007851177,100,271
"ESS11e04_1",11,"4.1","12.01.2026",52289,"AT",1.159529,0.9490918,0.33091453,0.31406826,9,1,6,6,66,10,3,1,1,0.000591416,87,213
"ESS11e04_1",11,"4.1","12.01.2026",52291,"AT",0.45688316,1.6801076,0.33091453,0.55597204,9,1,1,6,66,0,6,7,1,0.0015009616,3,350
"ESS11e04_1",11,"4.1","12.01.2026",52293,"AT",0.6098981,0.4845923,0.33091453,0.16035862,8,1,1,6,66,0,7,7,1,0.0011243912,69,144
"ESS11e04_1",11,"4.1","12.01.2026",52305,"AT",0.68042654,0.40849575,0.33091453,0.13517718,9,1,1,6,66,1,5,5,2,0.0010078443,2,575
"ESS11e04_1",11,"4.1","12.01.2026",52438,"AT",0.69250387,0.52661926,0.33091453,0.17426597,9,1,1,6,66,8,4,2,2,0.0009902675,33,464
"ESS11e04_1",11,"4.1","12.01.2026",52449,"AT",0.39378572,0.13054818,0.33091453,0.043200288,9,1,2,6,66,5,7,6,1,0.001741465,88,221
"ESS11e04_1",11,"4.1","12.01.2026",52452,"AT",0.74771136,1.1254004,0.33091453,0.37241134,8,1,1,6,66,8,3,3,1,0.0009171508,65,114
"ESS11e04_1",11,"4.1","12.01.2026",52471,"AT",0.9137663,1.0853188,0.33091453,0.35914776,9,1,1,6,66,0,6,7,2,0.0007504808,3,347
"ESS11e04_1",11,"4.1","12.01.2026",52472,"AT",1.3608531,1.0348706,0.33091453,0.34245372,10,2,66,2,66,0,7,7,2,0.0005039222,2,555
"ESS11e04_1",11,"4.1","12.01.2026",52477,"AT",1.0828215,0.65007424,0.33091453,0.215119,8,2,66,1,1,0,5,7,2,0.0006333122,53,59
"ESS11e04_1",11,"4.1","12.01.2026",52480,"AT",0.32879525,0.109002635,0.33091453,0.036070555,7,1,1,6,66,6,6,6,1,0.0020856871,68,125
"ESS11e04_1",11,"4.1","12.01.2026",52487,"AT",0.45688316,1.4600604,0.33091453,0.4831552,0,1,1,6,66,7,7,1,1,0.0015009616,3,353
"ESS11e04_1",11,"4.1","12.01.2026",52510,"AT",0.6854701,0.5212708,0.33091453,0.17249608,8,1,1,6,66,7,4,3,2,0.0010004288,12,594
"ESS11e04_1",11,"4.1","12.01.2026",52519,"AT",0.48490664,1.2106962,0.33091453,0.40063697,6,1,2,6,66,6,5,5,2,0.0014142188,113,337
"ESS11e04_1",11,"4.1","12.01.2026",52532,"AT",1.3096625,1.3990275,0.33091453,0.4629585,9,2,66,1,2,0,7,7,2,0.00052361895,36,814
"ESS11e04_1",11,"4.1","12.01.2026",52545,"AT",3.516255,4.0000234,0.33091453,1.3236659,5,2,66,2,66,0,6,3,2,0.00019502683,8,379
"ESS11e04_1",11,"4.1","12.01.2026",52573,"AT",0.340339,0.80335426,0.33091453,0.2658416,8,1,1,6,66,6,5,4,2,0.002014944,11,393
"ESS11e04_1",11,"4.1","12.01.2026",52600,"AT",1.8296943,2.0217097,0.33091453,0.6690131,7,1,1,6,66,8,7,4,2,0.00037479706,69,147
"ESS11e04_1",11,"4.1","12.01.2026",52616,"AT",1.0159594,2.7484126,0.33091453,0.90948963,5,1,1,6,66,0,7,7,1,0.00067499164,64,109
"ESS11e04_1",11,"4.1","12.01.2026",52629,"AT",0.872949,0.2766563,0.33091453,0.09154959,9,1,1,6,66,4,5,4,2,0.0007855717,105,312
"ESS11e04_1",11,"4.1","12.01.2026",52638,"AT",0.43282503,0.2440759,0.33091453,0.08076826,8,1,1,6,66,6,4,4,2,0.001584391,99,264
"ESS11e04_1",11,"4.1","12.01.2026",52644,"AT",0.94841164,0.481958,0.33091453,0.1594869,8,1,1,6,66,7,6,4,2,0.0007230658,39,8
"ESS11e04_1",11,"4.1","12.01.2026",52681,"AT",1.1622558,0.8388845,0.33091453,0.27759907,6,1,2,6,66,2,3,3,1,0.00059002853,75,165
"ESS11e04_1",11,"4.1","12.01.2026",52716,"AT",0.8648057,0.71826625,0.33091453,0.23768474,7,2,66,2,66,0,7,7,1,0.00079296896,97,253
"ESS11e04_1",11,"4.1","12.01.2026",52731,"AT",0.62733126,0.19881468,0.33091453,0.06579067,5,1,1,6,66,4,6,1,2,0.001093145,110,331
"ESS11e04_1",11,"4.1","12.01.2026",52744,"AT",1.5751429,1.2515225,0.33091453,0.414147,9,2,66,2,66,0,7,7,1,0.00043536624,88,224
"ESS11e04_1",11,"4.1","12.01.2026",52745,"AT",0.5368175,0.38368163,0.33091453,0.12696582,7,1,1,6,66,3,7,88,1,0.0012774621,59,95
"ESS11e04_1",11,"4.1","12.01.2026",52746,"AT",0.43594596,0.116947435,0.33091453,0.038699605,10,1,1,6,66,7,5,2,2,0.0015730483,109,322
"ESS11e04_1",11,"4.1","12.01.2026",52759,"AT",0.86565006,0.2743429,0.33091453,0.09078405,8,1,1,6,66,5,5,5,2,0.0007921955,99,264
